state_fips,state,year,construction_real_gdp,construction_real_gdp_unit,unit_multiplier,construction_real_gdp_growth_pct
42,Pennsylvania,2023,26731.9,millions_of_chained_2017_dollars,6,-0.9467381074130921
44,Rhode Island,2015,2077,millions_of_chained_2017_dollars,6,
44,Rhode Island,2016,2124.2,millions_of_chained_2017_dollars,6,2.2725084256138617
44,Rhode Island,2017,2117.1,millions_of_chained_2017_dollars,6,-0.3342434798983107
44,Rhode Island,2018,2247.4,millions_of_chained_2017_dollars,6,6.154645505644529
44,Rhode Island,2019,2322.7,millions_of_chained_2017_dollars,6,3.350538399928804
44,Rhode Island,2020,2202.3,millions_of_chained_2017_dollars,6,-5.183622508287755
44,Rhode Island,2021,2233.9,millions_of_chained_2017_dollars,6,1.434863551741361
44,Rhode Island,2022,2057,millions_of_chained_2017_dollars,6,-7.918886252741841
44,Rhode Island,2023,2073.4,millions_of_chained_2017_dollars,6,0.7972775887214345
45,South Carolina,2015,9807.6,millions_of_chained_2017_dollars,6,
45,South Carolina,2016,10750.7,millions_of_chained_2017_dollars,6,9.616012072270497
45,South Carolina,2017,11813.2,millions_of_chained_2017_dollars,6,9.883077381007755
45,South Carolina,2018,11917.2,millions_of_chained_2017_dollars,6,0.8803711102834066
45,South Carolina,2019,12272.2,millions_of_chained_2017_dollars,6,2.9788876581747337
45,South Carolina,2020,12047.3,millions_of_chained_2017_dollars,6,-1.8325972523264067
45,South Carolina,2021,12303.3,millions_of_chained_2017_dollars,6,2.1249574593477316
45,South Carolina,2022,11822.1,millions_of_chained_2017_dollars,6,-3.911145790153847
45,South Carolina,2023,11997.9,millions_of_chained_2017_dollars,6,1.4870454487781348
46,South Dakota,2015,1940.4,millions_of_chained_2017_dollars,6,
46,South Dakota,2016,2008.4,millions_of_chained_2017_dollars,6,3.5044320758606418
46,South Dakota,2017,1943.2,millions_of_chained_2017_dollars,6,-3.2463652658832887
46,South Dakota,2018,2007.9,millions_of_chained_2017_dollars,6,3.3295594895018654
46,South Dakota,2019,2101.3,millions_of_chained_2017_dollars,6,4.651626076995874
46,South Dakota,2020,2184.4,millions_of_chained_2017_dollars,6,3.9546947127968357
46,South Dakota,2021,2252,millions_of_chained_2017_dollars,6,3.0946713056216657
46,South Dakota,2022,2147.9,millions_of_chained_2017_dollars,6,-4.6225577264653595
46,South Dakota,2023,2212.4,millions_of_chained_2017_dollars,6,3.002933097444016
47,Tennessee,2015,11200.2,millions_of_chained_2017_dollars,6,
47,Tennessee,2016,11542.8,millions_of_chained_2017_dollars,6,3.0588739486794747
47,Tennessee,2017,12016.2,millions_of_chained_2017_dollars,6,4.101257927019453
47,Tennessee,2018,12496.2,millions_of_chained_2017_dollars,6,3.994607280171758
47,Tennessee,2019,13204.5,millions_of_chained_2017_dollars,6,5.66812310942526
47,Tennessee,2020,13262.2,millions_of_chained_2017_dollars,6,0.4369722443106516
47,Tennessee,2021,14268.6,millions_of_chained_2017_dollars,6,7.588484565155107
47,Tennessee,2022,14432.6,millions_of_chained_2017_dollars,6,1.1493769535904086
47,Tennessee,2023,15189.2,millions_of_chained_2017_dollars,6,5.242298684921631
48,Texas,2015,86858.7,millions_of_chained_2017_dollars,6,
48,Texas,2016,88504.9,millions_of_chained_2017_dollars,6,1.8952620750713578
48,Texas,2017,88478.1,millions_of_chained_2017_dollars,6,-0.030280809311111767
48,Texas,2018,87963,millions_of_chained_2017_dollars,6,-0.5821779626822954
48,Texas,2019,90412.5,millions_of_chained_2017_dollars,6,2.7846935643395465
48,Texas,2020,88221,millions_of_chained_2017_dollars,6,-2.4238905018664436
48,Texas,2021,88534.6,millions_of_chained_2017_dollars,6,0.3554709196223138
48,Texas,2022,84946.7,millions_of_chained_2017_dollars,6,-4.052539910950081
48,Texas,2023,85807.6,millions_of_chained_2017_dollars,6,1.013459027837471
49,Utah,2015,9654.3,millions_of_chained_2017_dollars,6,
49,Utah,2016,10599.8,millions_of_chained_2017_dollars,6,9.793563489843905
49,Utah,2017,11447.2,millions_of_chained_2017_dollars,6,7.994490462084203
49,Utah,2018,12156.1,millions_of_chained_2017_dollars,6,6.192780767349215
49,Utah,2019,12894.3,millions_of_chained_2017_dollars,6,6.072671333733681
49,Utah,2020,14271,millions_of_chained_2017_dollars,6,10.676810683790517
49,Utah,2021,15266.1,millions_of_chained_2017_dollars,6,6.972882068530595
49,Utah,2022,15033.5,millions_of_chained_2017_dollars,6,-1.5236373402506276
49,Utah,2023,15018,millions_of_chained_2017_dollars,6,-0.10310306981075046
50,Vermont,2015,1170.5,millions_of_chained_2017_dollars,6,
50,Vermont,2016,1196.9,millions_of_chained_2017_dollars,6,2.255446390431448
50,Vermont,2017,1195.4,millions_of_chained_2017_dollars,6,-0.12532375302866106
50,Vermont,2018,1162.8,millions_of_chained_2017_dollars,6,-2.727120629078139
50,Vermont,2019,1147.5,millions_of_chained_2017_dollars,6,-1.3157894736842035
50,Vermont,2020,1086.4,millions_of_chained_2017_dollars,6,-5.324618736383435
50,Vermont,2021,1138.7,millions_of_chained_2017_dollars,6,4.814064801178208
50,Vermont,2022,1067.1,millions_of_chained_2017_dollars,6,-6.287872134890682
50,Vermont,2023,1095.3,millions_of_chained_2017_dollars,6,2.6426764127073454
51,Virginia,2015,21812.4,millions_of_chained_2017_dollars,6,
51,Virginia,2016,22406.8,millions_of_chained_2017_dollars,6,2.7250554730336773
51,Virginia,2017,23295.5,millions_of_chained_2017_dollars,6,3.966206687255669
51,Virginia,2018,23424.5,millions_of_chained_2017_dollars,6,0.5537550170633843
51,Virginia,2019,24028.6,millions_of_chained_2017_dollars,6,2.5789237763879536
51,Virginia,2020,24451.1,millions_of_chained_2017_dollars,6,1.7583213337439618
51,Virginia,2021,25055.9,millions_of_chained_2017_dollars,6,2.4735083493176324
51,Virginia,2022,23703,millions_of_chained_2017_dollars,6,-5.39952665839184
51,Virginia,2023,23706.8,millions_of_chained_2017_dollars,6,0.016031725941867414
53,Washington,2015,19294.5,millions_of_chained_2017_dollars,6,
53,Washington,2016,21198.2,millions_of_chained_2017_dollars,6,9.866542278887769
53,Washington,2017,22953.2,millions_of_chained_2017_dollars,6,8.27900482116406
53,Washington,2018,24997.8,millions_of_chained_2017_dollars,6,8.907690430963866
53,Washington,2019,25133.2,millions_of_chained_2017_dollars,6,0.5416476649945157
53,Washington,2020,24715.4,millions_of_chained_2017_dollars,6,-1.6623430363025715
53,Washington,2021,25835.8,millions_of_chained_2017_dollars,6,4.533206017300939
53,Washington,2022,24036.8,millions_of_chained_2017_dollars,6,-6.963206093869745
53,Washington,2023,23113.5,millions_of_chained_2017_dollars,6,-3.8411935032949485
54,West Virginia,2015,3650.9,millions_of_chained_2017_dollars,6,
54,West Virginia,2016,3243.8,millions_of_chained_2017_dollars,6,-11.150675175984004
54,West Virginia,2017,3454.4,millions_of_chained_2017_dollars,6,6.492385473827
54,West Virginia,2018,4766.9,millions_of_chained_2017_dollars,6,37.995020842982854
54,West Virginia,2019,3808.1,millions_of_chained_2017_dollars,6,-20.11370072793639
54,West Virginia,2020,3004.3,millions_of_chained_2017_dollars,6,-21.1076389800688
54,West Virginia,2021,2991,millions_of_chained_2017_dollars,6,-0.4426987983889852
54,West Virginia,2022,2627.5,millions_of_chained_2017_dollars,6,-12.153126044801066
54,West Virginia,2023,2780.4,millions_of_chained_2017_dollars,6,5.819219790675545
55,Wisconsin,2015,12398.5,millions_of_chained_2017_dollars,6,
55,Wisconsin,2016,12804.8,millions_of_chained_2017_dollars,6,3.277009315643009
55,Wisconsin,2017,13297.1,millions_of_chained_2017_dollars,6,3.8446520054979505
55,Wisconsin,2018,13728.6,millions_of_chained_2017_dollars,6,3.245068473576951
55,Wisconsin,2019,13909,millions_of_chained_2017_dollars,6,1.3140451320600821
55,Wisconsin,2020,13805.7,millions_of_chained_2017_dollars,6,-0.7426845927097525
55,Wisconsin,2021,14088.5,millions_of_chained_2017_dollars,6,2.048429271967378
55,Wisconsin,2022,13087,millions_of_chained_2017_dollars,6,-7.108634702061966
55,Wisconsin,2023,13173.9,millions_of_chained_2017_dollars,6,0.6640177275158532
56,Wyoming,2015,2414.1,millions_of_chained_2017_dollars,6,
56,Wyoming,2016,2147.4,millions_of_chained_2017_dollars,6,-11.04759537715918
56,Wyoming,2017,1936.4,millions_of_chained_2017_dollars,6,-9.82583589457018
56,Wyoming,2018,1978.7,millions_of_chained_2017_dollars,6,2.1844660194174637
56,Wyoming,2019,2250.1,millions_of_chained_2017_dollars,6,13.716076211654116
56,Wyoming,2020,2113.3,millions_of_chained_2017_dollars,6,-6.079729789787114
56,Wyoming,2021,2088.7,millions_of_chained_2017_dollars,6,-1.1640562153977352
56,Wyoming,2022,1892.6,millions_of_chained_2017_dollars,6,-9.388614927945603
56,Wyoming,2023,1965.9,millions_of_chained_2017_dollars,6,3.8729789707281137
