year,mortgage_rate_pct,mortgage_rate_observations,cpi_index,inflation_pct,cpi_observations
2015,3.850576923076923,52,237.00175,,12
2016,3.6540384615384616,52,240.00541666666663,1.2673605433996427,12
2017,3.989807692307692,52,245.121,2.131444950027195,12
2018,4.544615384615384,52,251.0995,2.438999514525486,12
2019,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
2020,3.111698113207547,53,258.85575,1.2529373358571627,12
2021,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
2022,5.344038461538461,52,292.62641666666667,7.990820747791694,12
2023,6.806730769230769,52,304.703,4.12696279129503,12
