state_fips,state,year,region,division,crushed_stone_tons,crushed_stone_total_value,crushed_stone_unit_value,census_bps_time,region_code,division_code,census_bps_state_name,bldgs_1unit,units_1unit,value_1unit,bldgs_2unit,units_2unit,value_2unit,bldgs_34unit,units_34unit,value_34unit,bldgs_5punit,units_5punit,value_5punit,bldgs_1unit_rep,units_1unit_rep,value_1unit_rep,bldgs_2unit_rep,units_2unit_rep,value_2unit_rep,bldgs_34unit_rep,units_34unit_rep,value_34unit_rep,bldgs_5punit_rep,units_5punit_rep,value_5punit_rep,capital_right_of_way,capital_engineering,capital_construction_preservation,capital_outlay_total,physical_maintenance,traffic_control_operations,snow_ice_removal,other_services,toll_collection_expenses,highway_traffic_services_total,general_administration,research_planning,administration_research_total,traffic_supervision,highway_safety_driver_education,vehicle_inspection,size_weight_enforcement,law_enforcement_safety_total,construction_employment_thousands,months_reported,series_id,real_gdp,personal_income,construction_real_gdp,construction_real_gdp_unit,unit_multiplier,construction_real_gdp_growth_pct,private_nonresidential_spending_nominal_millions,state_local_construction_spending_nominal_millions,industrial_distillate_price_per_mmbtu,industrial_electricity_price_per_mmbtu,industrial_natural_gas_price_per_mmbtu,industrial_energy_price_per_mmbtu,active_stone_mines,stone_mine_employees,stone_mine_employee_hours,stone_mine_operations,lag_active_stone_mines,lag_stone_mine_employee_hours,mortgage_rate_pct,mortgage_rate_observations,cpi_index,inflation_pct,cpi_observations
16,Idaho,2019,West,Mountain,4210000,29100000,6.92,201999,4,8,Idaho,12978,12978,2893095,114,228,31557,172,672,63520,226,3838,413316,12758,12758,2841487,113,226,31439,171,668,63520,226,3838,413316,8549,86750,507643,602942,83234,2839,26019,732,0,29590,24816,7635,32451,25573,5456,0,7254,38283,6.091666666666667,12,SMU16000002023700001,81144.3,82967.7,4312.1,millions_of_chained_2017_dollars,6,8.929924720860916,1664,1166,16.6,17.82,3.48,9.93,31,268,305463,31,30,315428,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
16,Idaho,2020,West,Mountain,4620000,33900000,7.34,202099,4,8,Idaho,14969,14969,3471574,153,306,44097,174,674,85032,179,3181,347887,13992,13992,3264868,149,298,42542,171,664,84649,172,3039,331975,25289,96087,390183,511559,97666,3244,27410,878,0,31532,27598,7912,35510,26139,4006,0,7024,37169,6.516666666666667,12,SMU16000002023700001,82711.6,91960.1,4664.9,millions_of_chained_2017_dollars,6,8.181628440898848,1697,1358,11.67,18.26,3.57,9.54,29,220,216914,29,31,305463,3.111698113207547,53,258.85575,1.2529373358571627,12
16,Idaho,2021,West,Mountain,5370000,36100000,6.72,202199,4,8,Idaho,16154,16154,4213834,111,222,44105,267,1051,132577,255,4305,558803,15182,15182,3959171,110,220,43595,265,1043,132148,254,4289,556631,28910,95156,524037,648103,101785,3526,16665,689,0,20880,24725,7767,32492,28805,5432,0,7044,41281,6.908333333333333,12,SMU16000002023700001,88955.2,105916,5308.3,millions_of_chained_2017_dollars,6,13.7923642521812,2178,1215,18.73,18.73,3.8,11.02,31,272,319310,31,29,216914,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
16,Idaho,2022,West,Mountain,5570000,40600000,7.28,202299,4,8,Idaho,11912,11912,3628011,143,286,52833,218,851,111294,290,5657,906476,11174,11174,3448171,132,264,48755,204,808,101161,274,5406,878659,40013,112763,574220,726996,101527,4921,16674,606,0,22201,27911,9133,37044,23798,5245,0,6734,35777,7.283333333333333,12,SMU16000002023700001,92792.5,110891.1,5261.6,millions_of_chained_2017_dollars,6,-0.8797543469660662,3487,1738,29.93,19.67,4.930000000000001,13.63,31,260,308494,31,31,319310,5.344038461538461,52,292.62641666666667,7.990820747791694,12
16,Idaho,2023,West,Mountain,5400000,40500000,7.5,202399,4,8,Idaho,12081,12081,3497517,138,276,50690,142,545,70501,187,5017,805716,11307,11307,3267747,123,246,46966,129,506,61728,162,4807,782698,49386,142926,549714,742026,124084,3212,12843,1111,0,17166,27325,8957,36282,19153,5349,0,6754,31256,7.516666666666667,12,SMU16000002023700001,95286.5,116692.4,5223.8,millions_of_chained_2017_dollars,6,-0.718412650144451,6242,2026,24.26,21.01,6.45,13.51,31,257,349232,31,31,308494,6.806730769230769,52,304.703,4.12696279129503,12
17,Illinois,2015,Midwest,East North Central,54500000,570000000,10.46,201599,2,3,Illinois,10076,10076,2648347,161,322,44769,168,577,84068,276,8596,1359412,9145,9145,2463510,147,294,41324,168,577,84068,237,8251,1328034,92805,515812,3809078,4417695,537950,89372,75300,1,113603,278276,183916,77805,261721,50308,46655,30000,3767,130730,29.5,12,SMU17000002023700001,825424.9,657080.2,29831.4,millions_of_chained_2017_dollars,6,,9976,10828,14.81,19.54,5.31,10.44,77,577,1162053,77,,,3.850576923076923,52,237.00175,,12
17,Illinois,2016,Midwest,East North Central,50200000,531000000,10.56,201699,2,3,Illinois,10187,10187,2719891,175,350,55844,208,712,126962,347,11354,1485781,9341,9341,2515905,167,334,53110,204,698,125850,315,11045,1460170,45474,539964,3635204,4220642,494662,86262,53987,1,115148,255398,134636,37980,172616,58316,25525,1,4485,88327,28.7,12,SMU17000002023700001,826404.7,664686.8,30121.7,millions_of_chained_2017_dollars,6,0.973135689240201,9748,9893,11.76,19.07,4.87,9.8,73,585,1210000,73,77,1162053,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
17,Illinois,2017,Midwest,East North Central,49500000,517000000,10.45,201799,2,3,Illinois,10181,10181,2695587,159,318,58170,260,875,162378,400,13618,1688552,9347,9347,2484374,149,298,56920,255,858,161191,351,13115,1653619,54628,671366,2818883,3544877,527400,91090,53987,0,121986,267063,147830,106908,254738,57722,46657,0,4566,108945,27.116666666666667,12,SMU17000002023700001,832826.8,685632.7,30646.9,millions_of_chained_2017_dollars,6,1.7435934890793092,8799,9416,14.07,18.979999999999997,5.59,10.41,74,591,1176078,74,73,1210000,3.989807692307692,52,245.121,2.131444950027195,12
17,Illinois,2018,Midwest,East North Central,48600000,506000000,10.42,201899,2,3,Illinois,10041,10041,2618789,219,438,78065,240,809,149620,383,10222,1189807,9113,9113,2413313,203,406,75719,234,788,147665,340,9907,1158630,26051,657446,2772215,3455712,502188,78212,78251,1,152997,309461,129326,62542,191868,57375,40226,30000,1,127602,28.566666666666663,12,SMU17000002023700001,851517.2,722686.6,29497.9,millions_of_chained_2017_dollars,6,-3.7491557057973246,8989,9095,17.4,19.92,5.39,11.23,71,601,1194772,71,74,1176078,4.544615384615384,52,251.0995,2.438999514525486,12
17,Illinois,2019,Midwest,East North Central,49800000,529000000,10.62,201999,2,3,Illinois,8745,8745,2349803,235,470,78312,253,855,157620,315,10454,1140722,8125,8125,2234589,234,468,78112,251,847,157007,296,10295,1131909,3849,634480,2507697,3146026,571886,87928,109699,0,159195,356822,119260,59854,179114,44807,45350,23000,1,113158,29.45,12,SMU17000002023700001,858018.3,741904.7,29319.2,millions_of_chained_2017_dollars,6,-0.6058058370256858,8761,9351,16.08,19.12,5.01,10.53,70,581,1176084,70,71,1194772,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
17,Illinois,2020,Midwest,East North Central,53700000,636000000,11.84,202099,2,3,Illinois,9237,9237,2502874,235,470,73711,162,555,97068,281,7796,972645,8025,8025,2215854,230,460,72390,158,542,94786,267,7673,957233,23325,671351,3544526,4239202,567862,93426,83035,0,143824,320285,179249,53747,232996,48631,46353,23000,0,117984,28.8,12,SMU17000002023700001,810693.1,788153.3,27997.6,millions_of_chained_2017_dollars,6,-4.507626401811793,8542,12209,10.83,19.630000000000003,4.1,9.49,71,563,1205041,71,70,1176084,3.111698113207547,53,258.85575,1.2529373358571627,12
17,Illinois,2021,Midwest,East North Central,51500000,602000000,11.7,202199,2,3,Illinois,10937,10937,3208508,245,490,83237,222,736,132574,287,7495,848306,9966,9966,2978576,238,476,81549,219,726,131342,267,7374,829631,22479,592201,4148546,4763226,429380,88875,134756,1,143824,367456,262670,95111,357781,48632,39808,19000,6438,113878,29.391666666666666,12,SMU17000002023700001,857114.6,849243.1,29006.1,millions_of_chained_2017_dollars,6,3.602094465239869,8855,12497,17.19,21.38,7.33,12.47,71,564,1165985,71,71,1205041,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
17,Illinois,2022,Midwest,East North Central,50700000,649000000,12.8,202299,2,3,Illinois,9765,9765,3082322,198,396,76128,258,864,164977,326,9524,1426685,9153,9153,2940070,191,382,74036,258,864,164977,287,9289,1382866,22134,583467,3547515,4153116,438195,108250,104655,1,166097,379003,278578,99865,378443,39493,39629,23000,6283,108405,30.28333333333333,12,SMU17000002023700001,872907.5,858844.4,26456.9,millions_of_chained_2017_dollars,6,-8.78849621286556,10463,12688,28.91,25.12,8.8,15.98,71,546,1108913,71,71,1165985,5.344038461538461,52,292.62641666666667,7.990820747791694,12
17,Illinois,2023,Midwest,East North Central,54200000,764000000,14.1,202399,2,3,Illinois,9554,9554,3238697,270,540,104633,225,770,137577,324,5999,1040030,8832,8832,3074527,259,518,101551,208,713,132296,263,5662,990827,46114,620883,3150537,3817534,472148,111740,90975,1,124467,327183,317076,96114,413190,40421,30762,23000,6068,100251,30.55,12,SMU17000002023700001,884965.3,907225.7,26310.8,millions_of_chained_2017_dollars,6,-0.5522188918580917,12452,14974,22.25,24.04,7.2,14.12,67,557,1247907,67,71,1108913,6.806730769230769,52,304.703,4.12696279129503,12
18,Indiana,2015,Midwest,East North Central,49500000,384000000,7.76,201599,2,3,Indiana,12646,12646,2929210,263,526,54124,79,289,31656,316,5022,722054,11964,11964,2818472,255,510,52140,76,280,30757,278,4656,694241,68029,135464,1213534,1417027,641025,12966,30814,0,0,43780,84561,7103,91664,0,12580,0,9458,22038,16.333333333333332,12,SMU18000002023700001,341205.2,279385.7,13787,millions_of_chained_2017_dollars,6,,6269,4785,13.71,20.110000000000003,6.22,9.56,1,2,3245,1,,,3.850576923076923,52,237.00175,,12
18,Indiana,2016,Midwest,East North Central,47400000,390000000,8.239999999999998,201699,2,3,Indiana,14068,14068,3417822,286,572,64063,46,163,21320,219,3910,372642,13217,13217,3257575,265,530,57788,46,163,21320,166,3373,300385,39033,128728,1187588,1355349,647342,14675,24768,0,16522,55965,95509,7194,102703,0,2892,0,9522,12414,17.141666666666666,12,SMU18000002023700001,348439.2,287275.2,14586,millions_of_chained_2017_dollars,6,5.795314426633791,5232,5625,11.58,20.44,4.819999999999999,8.58,1,2,3412,1,1,3245,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
18,Indiana,2017,Midwest,East North Central,49000000,426000000,8.700000000000001,201799,2,3,Indiana,16075,16075,4038599,222,444,62844,22,78,13000,272,5067,469056,15296,15296,3907990,198,396,56890,22,78,13000,224,4622,435372,39863,158002,1106407,1304272,652626,16132,20790,0,44952,81874,100141,6889,107030,0,14143,0,9666,23809,18.241666666666667,12,SMU18000002023700001,357535.8,297990.5,15743.6,millions_of_chained_2017_dollars,6,7.936377348142054,5824,4292,13.97,22.1,5.76,9.57,1,4,6764,1,1,3412,3.989807692307692,52,245.121,2.131444950027195,12
18,Indiana,2018,Midwest,East North Central,50300000,461000000,9.17,201899,2,3,Indiana,16416,16416,4269197,210,420,49353,12,41,6163,193,4603,555144,15504,15504,4103860,198,396,47838,11,38,5863,138,4083,514858,29383,195699,1077713,1302795,874487,15453,25432,5829,0,46714,101121,7963,109084,0,15909,0,7091,23000,17.325,12,SMU18000002023700001,368762.9,313127.2,16173.2,millions_of_chained_2017_dollars,6,2.728727864020941,5718,5037,17.27,21.630000000000003,5.83,9.67,1,2,502,1,1,6764,4.544615384615384,52,251.0995,2.438999514525486,12
18,Indiana,2019,Midwest,East North Central,51400000,484000000,9.42,201999,2,3,Indiana,16308,16308,4298385,179,358,48202,46,163,26551,226,5480,615228,15702,15702,4197275,176,352,47792,45,159,26151,194,5156,591785,78041,232355,1243694,1554090,873794,17451,27973,0,0,45424,98224,8738,106962,0,14054,0,440,14494,18.158333333333335,12,SMU18000002023700001,370507.2,326391.4,16641.4,millions_of_chained_2017_dollars,6,2.894912571414454,6452,5751,16.89,21.57,5.48,9.53,1,3,1751,1,1,502,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
18,Indiana,2020,Midwest,East North Central,52400000,526000000,10.050000000000002,202099,2,3,Indiana,18979,18979,5209930,310,620,83895,51,191,25965,232,5129,552508,17520,17520,4900217,290,580,79128,50,187,25565,198,4489,494791,95723,281416,1465664,1842803,875367,17610,33176,0,0,50786,105612,8660,114272,0,13024,0,669,13693,19.225,12,SMU18000002023700001,359963.6,351576.3,16747.7,millions_of_chained_2017_dollars,6,0.6387683728532378,6511,6650,12.45,20.459999999999997,5.14,8.88,1,4,5629,1,1,1751,3.111698113207547,53,258.85575,1.2529373358571627,12
18,Indiana,2021,Midwest,East North Central,52300000,570000000,10.9,202199,2,3,Indiana,22225,22225,6692956,359,718,117031,35,134,30324,223,6783,742937,21083,21083,6477317,358,716,116872,35,134,30324,203,6416,722607,131330,337333,1815737,2284400,889375,18343,32210,0,0,50553,121193,8816,130009,0,15698,0,364,16062,20.725,12,SMU18000002023700001,386872.8,391059,17310.2,millions_of_chained_2017_dollars,6,3.3586701457513524,5656,6103,17.58,21.64,6.56,10.17,0,0,0,0,1,5629,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
18,Indiana,2022,Midwest,East North Central,55100000,620000000,11.25,202299,2,3,Indiana,18728,18728,6059998,251,502,77003,38,137,14952,303,8878,1044087,17663,17663,5832725,248,496,76266,38,137,14952,279,8634,1028384,58166,317405,1621640,1997211,980419,19857,24534,0,0,44391,124179,9385,133564,0,19003,0,874,19877,21.675,12,SMU18000002023700001,393481.5,401573.6,16358.4,millions_of_chained_2017_dollars,6,-5.498492218460793,7701,6862,27.67,25.35,8.02,13.13,1,3,1161,1,0,0,5.344038461538461,52,292.62641666666667,7.990820747791694,12
18,Indiana,2023,Midwest,East North Central,55700000,713000000,12.8,202399,2,3,Indiana,17046,17046,5961199,266,532,99053,68,237,40460,327,9240,1594777,16049,16049,5746674,259,518,97270,68,237,40460,291,8703,1532188,60619,359163,1676896,2096678,1011774,20113,19805,0,0,39918,142245,10345,152590,0,18851,2,2184,21037,21.983333333333334,12,SMU18000002023700001,400369.5,422345.3,16666.3,millions_of_chained_2017_dollars,6,1.8822134194053095,11824,9036,22.39,24.16,6.49,11.51,5,12,12307,5,1,1161,6.806730769230769,52,304.703,4.12696279129503,12
19,Iowa,2015,Midwest,West North Central,36000000,380000000,10.56,201599,2,4,Iowa,7424,7424,1717172,293,586,61757,53,200,20785,154,3887,443538,7062,7062,1655993,289,578,60905,53,200,20785,151,3868,441474,55011,123466,829577,1008054,183425,13522,25236,3507,0,42265,32146,20439,52585,64585,55497,0,11718,131800,,,,185989.2,142521.2,8434.3,millions_of_chained_2017_dollars,6,,7399,4699,15.04,17.279999999999998,5.03,8.739999999999998,3,19,40591,3,,,3.850576923076923,52,237.00175,,12
19,Iowa,2016,Midwest,West North Central,38100000,408000000,10.7,201699,2,4,Iowa,8203,8203,1933857,192,384,45100,45,158,18936,178,5572,662860,7883,7883,1875533,160,320,35681,35,121,14196,167,5482,652450,26786,124804,777303,928893,127015,21071,58528,1866,0,81465,46485,17927,64412,69496,55015,0,12074,136585,,,,186729.9,143839.9,9029.5,millions_of_chained_2017_dollars,6,7.056898616364138,6193,4338,12.1,17.73,4.45,8.139999999999999,3,19,32841,3,3,40591,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
19,Iowa,2017,Midwest,West North Central,38700000,433000000,11.18,201799,2,4,Iowa,8067,8067,1883411,160,320,38664,43,154,20387,174,5407,575272,7655,7655,1805251,157,314,38069,41,146,19357,171,5384,573474,82974,129544,821843,1034361,124865,28057,58652,1914,0,88623,42318,16617,58935,64481,51469,0,11992,127942,,,,187125,147911.5,8400,millions_of_chained_2017_dollars,6,-6.971593111467966,5037,3551,14.63,18.19,4.94,8.6,3,18,32101,3,3,32841,3.989807692307692,52,245.121,2.131444950027195,12
19,Iowa,2018,Midwest,West North Central,39200000,442000000,11.29,201899,2,4,Iowa,7318,7318,1801337,246,492,62802,35,117,16810,120,3591,368151,6823,6823,1711776,246,492,62802,35,117,16810,113,3548,364759,33911,139604,928657,1102172,126883,24316,66800,4047,0,95163,41631,15357,56988,65748,68816,0,11847,146411,,,,189245.1,154686,8433.1,millions_of_chained_2017_dollars,6,0.3940476190476216,5154,3203,17.759999999999998,18.92,5.07,9.16,3,17,26790,3,3,32101,4.544615384615384,52,251.0995,2.438999514525486,12
19,Iowa,2019,Midwest,West North Central,41700000,379000000,9.11,201999,2,4,Iowa,7877,7877,1980909,173,346,51205,80,274,35804,122,3373,432577,7321,7321,1882596,170,340,50410,79,271,35564,110,3250,423999,32274,148161,830970,1011405,133508,20888,70979,1674,0,93541,53904,15043,68947,72494,61305,0,11577,145376,,,,188471.4,158156.3,8374.6,millions_of_chained_2017_dollars,6,-0.693695082472634,4155,4670,16.73,19.34,4.04,8.47,3,18,28637,3,3,26790,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
19,Iowa,2020,Midwest,West North Central,39600000,374000000,9.44,202099,2,4,Iowa,8633,8633,2228464,256,512,76562,47,175,23862,114,3303,372794,7916,7916,2072710,250,500,74754,45,167,22868,95,3096,354777,24663,154499,1044858,1224020,226738,9580,28094,1530,0,39204,54248,18216,72464,74792,59327,0,12939,147058,,,,187261.7,168097.8,8332.2,millions_of_chained_2017_dollars,6,-0.5062928378668841,4793,5675,12.33,18.84,4.2,8.1,3,19,35481,3,3,28637,3.111698113207547,53,258.85575,1.2529373358571627,12
19,Iowa,2021,Midwest,West North Central,35600000,334000000,9.38,202199,2,4,Iowa,9158,9158,2552542,223,446,69429,87,298,56906,120,3784,503500,8473,8473,2399809,221,442,68634,86,294,56423,114,3542,473201,31747,136514,1110913,1279174,205540,9701,31697,1420,0,42818,54562,16200,70762,74582,54476,0,10792,139850,,,,202470.6,186318.9,8275.1,millions_of_chained_2017_dollars,6,-0.6852931998751921,4704,4745,17.419999999999998,19.44,6.63,10.64,3,18,34183,3,3,35481,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
19,Iowa,2022,Midwest,West North Central,34900000,361000000,10.34,202299,2,4,Iowa,7624,7624,2341202,255,510,106884,101,354,70584,133,4216,645514,6976,6976,2183814,247,494,104025,92,326,64708,120,4136,635987,10353,135767,1061301,1207421,204531,11674,10372,3605,0,25651,115891,14572,130463,78330,57947,0,11972,148249,,,,202672.5,196040.1,7749.8,millions_of_chained_2017_dollars,6,-6.347959541274428,5797,4599,28.5,20.7,8.129999999999999,12.88,3,19,32747,3,3,34183,5.344038461538461,52,292.62641666666667,7.990820747791694,12
19,Iowa,2023,Midwest,West North Central,33500000,361000000,10.78,202399,2,4,Iowa,7421,7421,2480106,179,358,73515,110,399,78300,123,3052,479548,6822,6822,2336196,171,342,70629,108,393,77920,112,2997,472044,19951,135326,1088482,1243759,231697,7480,16851,2996,0,27327,111528,18086,129614,81552,63910,0,13814,159276,,,,201359.8,201755.9,7702,millions_of_chained_2017_dollars,6,-0.6167901107125395,5666,5819,23.47,20.25,6.6499999999999995,11.12,3,19,34310,3,3,32747,6.806730769230769,52,304.703,4.12696279129503,12
20,Kansas,2015,Midwest,West North Central,17700000,162000000,9.18,201599,2,4,Kansas,5064,5064,1270090,291,582,50480,44,158,19807,129,2840,306000,4781,4781,1215731,275,550,47549,37,136,17484,119,2717,294599,30263,86630,651270,768163,130220,3274,4473,6685,18730,33162,63132,5614,68746,70759,14149,2390,4096,91394,9.991666666666667,12,SMU20000002023700001,158602.6,136189.1,6301.6,millions_of_chained_2017_dollars,6,,2580,2723,15.06,22.3,4.1,10.18,0,0,0,0,,,3.850576923076923,52,237.00175,,12
20,Kansas,2016,Midwest,West North Central,16900000,144000000,8.52,201699,2,4,Kansas,5230,5230,1336026,215,430,38557,32,109,11065,190,4038,384304,4316,4316,1127542,100,200,19503,27,93,9471,151,3514,347336,38479,79323,662383,780185,111355,3324,2554,7301,6954,20133,63529,4560,68089,72230,14686,2606,4054,93576,9.55,12,SMU20000002023700001,164643.7,136753.6,6432.6,millions_of_chained_2017_dollars,6,2.0788371207312473,3127,3695,12.16,21.94,3.57,9.14,0,0,0,0,0,0,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
20,Kansas,2017,Midwest,West North Central,16300000,139000000,8.530000000000001,201799,2,4,Kansas,6046,6046,1479617,229,458,46466,71,257,33287,138,2223,222346,5440,5440,1346303,159,318,34834,71,257,33287,116,1970,204213,6954,39360,401937,448251,124943,3238,1991,7095,60,12384,37129,3998,41127,70968,14510,5985,4069,95532,9.125,12,SMU20000002023700001,166273.6,141311.8,6434.5,millions_of_chained_2017_dollars,6,0.02953704567358883,3044,2324,14.69,22.110000000000003,4.02,9.94,0,0,0,0,0,0,3.989807692307692,52,245.121,2.131444950027195,12
20,Kansas,2018,Midwest,West North Central,15400000,131000000,8.49,201899,2,4,Kansas,5376,5376,1382591,311,622,66046,75,267,44929,110,3213,395004,4505,4505,1224919,224,448,51513,67,241,43134,96,3042,382558,5041,52680,424101,481822,122861,3309,4664,6233,7813,22019,48408,7309,55717,75629,13075,4067,3835,96606,9.65,12,SMU20000002023700001,169796.9,147407.4,6589.1,millions_of_chained_2017_dollars,6,2.4026730903722093,3442,2350,17.84,22.27,4.22,10.67,0,0,0,0,0,0,4.544615384615384,52,251.0995,2.438999514525486,12
20,Kansas,2019,Midwest,West North Central,15100000,126000000,8.370000000000003,201999,2,4,Kansas,5089,5089,1319253,350,700,76774,60,214,34183,69,1958,252711,4136,4136,1141536,205,410,54201,56,201,33116,55,1777,239683,8700,58600,378465,445765,174314,3618,5223,6152,2541,17534,72917,7858,80775,84443,15862,3204,3502,107011,10.591666666666669,12,SMU20000002023700001,169562.3,153011.9,6752.8,millions_of_chained_2017_dollars,6,2.484406064561173,3036,2785,16.810000000000002,21.53,3.77,10.01,0,0,0,0,0,0,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
20,Kansas,2020,Midwest,West North Central,17800000,145000000,8.129999999999999,202099,2,4,Kansas,5975,5975,1709731,300,600,74147,49,181,30625,59,1455,176530,5519,5519,1621111,287,574,71653,47,173,30050,59,1455,176530,10547,65624,599978,676149,170131,3211,4138,5557,14418,27324,70809,7871,78680,78044,17758,3092,3036,101930,10.458333333333334,12,SMU20000002023700001,166621.4,162277.2,6743.2,millions_of_chained_2017_dollars,6,-0.14216325079967618,3274,3760,12.39,21.39,3.27,8.850000000000001,0,0,0,0,0,0,3.111698113207547,53,258.85575,1.2529373358571627,12
20,Kansas,2021,Midwest,West North Central,19400000,158000000,8.16,202199,2,4,Kansas,6569,6569,2208827,501,1002,136185,40,135,16697,52,1832,231197,6357,6357,2161072,498,996,135256,37,123,15789,52,1832,231197,31673,112913,638830,783416,179207,3850,3723,6598,2931,17102,55678,13192,68870,88716,7737,3156,2960,102569,9.958333333333334,12,SMU20000002023700001,170401.2,173977,6729.9,millions_of_chained_2017_dollars,6,-0.19723573377624648,3768,2817,17.5,21.630000000000003,5.04,11.06,0,0,0,0,0,0,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
20,Kansas,2022,Midwest,West North Central,19000000,171000000,9,202299,2,4,Kansas,5567,5567,1900614,475,950,126272,69,260,47342,89,2783,419302,5160,5160,1743560,445,890,120919,67,253,46758,89,2783,419302,32352,132724,871784,1036860,177289,4904,4124,7088,5623,21739,115902,15326,131228,96093,20400,3275,2907,122675,10.05,12,SMU20000002023700001,177776.1,181747,6103.6,millions_of_chained_2017_dollars,6,-9.306230404612249,4850,3346,28.630000000000003,24.33,8.08,15.3,0,0,0,0,0,0,5.344038461538461,52,292.62641666666667,7.990820747791694,12
20,Kansas,2023,Midwest,West North Central,18700000,178000000,9.53,202399,2,4,Kansas,4927,4927,1720550,796,1592,228261,39,148,25182,93,2837,482835,4728,4728,1667083,791,1582,227223,39,148,25182,88,2811,480188,23932,208760,1207696,1440388,174593,4776,4014,8755,18627,36172,126253,23534,149787,146965,23939,3717,3000,177621,10.825,12,SMU20000002023700001,180267.5,187457.3,6262.2,millions_of_chained_2017_dollars,6,2.598466478799377,8407,3951,23.58,22.38,5.359999999999999,12.55,0,0,0,0,0,0,6.806730769230769,52,304.703,4.12696279129503,12
21,Kentucky,2015,South,East South Central,55600000,509000000,9.14,201599,3,6,Kentucky,6606,6606,1213462,154,308,22817,106,395,24091,232,3257,207432,5569,5569,1066433,110,220,15457,91,342,20248,165,2622,167199,99151,217924,1417034,1734109,391971,0,29571,62543,0,92114,13636,15779,29415,95746,13426,0,0,109172,13.1,12,SMU21000002023700001,199487.1,172269.4,7868.3,millions_of_chained_2017_dollars,6,,3744,4195,15.04,16.07,4.28,9.46,19,251,536970,19,,,3.850576923076923,52,237.00175,,12
21,Kentucky,2016,South,East South Central,50000000,454000000,9.08,201699,3,6,Kentucky,7264,7264,1368419,146,292,20137,81,295,20040,299,4863,318417,6563,6563,1266416,114,228,15178,76,275,19540,260,4433,291375,106031,235877,1315383,1657291,375001,0,30310,61695,0,92005,13930,17089,31019,96846,10937,0,0,107783,12.175,12,SMU21000002023700001,201007.2,175275.6,7771.5,millions_of_chained_2017_dollars,6,-1.2302530406822387,4101,3633,12.1,16.610000000000003,3.73,8.860000000000001,16,251,568527,16,19,536970,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
21,Kentucky,2017,South,East South Central,50600000,471000000,9.3,201799,3,6,Kentucky,7967,7967,1613167,180,360,32634,90,335,29988,237,3968,298371,6837,6837,1444859,161,322,29953,83,309,28648,188,3222,243474,160461,217500,992711,1370672,314895,0,31744,59505,0,91249,14057,17810,31867,87677,10375,0,0,98052,11.408333333333331,12,SMU21000002023700001,203564,180836.1,7813.5,millions_of_chained_2017_dollars,6,0.540436209226014,4400,3595,14.63,16.75,4.26,9.56,19,278,646478,19,16,568527,3.989807692307692,52,245.121,2.131444950027195,12
21,Kentucky,2018,South,East South Central,49700000,470000000,9.47,201899,3,6,Kentucky,7776,7776,1692350,125,250,25453,59,212,15099,321,5588,534863,6696,6696,1542232,95,190,20972,41,154,11534,277,5058,495380,152398,178688,836463,1167549,359065,0,30853,65285,0,96138,15307,17087,32394,88597,13969,0,0,102566,11.791666666666666,12,SMU21000002023700001,205940.1,186931.1,7774.3,millions_of_chained_2017_dollars,6,-0.5016957829397817,4975,3673,17.759999999999998,16.650000000000002,4.1899999999999995,10.03,21,278,619606,21,19,646478,4.544615384615384,52,251.0995,2.438999514525486,12
21,Kentucky,2019,South,East South Central,52100000,535000000,10.27,201999,3,6,Kentucky,7467,7467,1712857,156,312,30280,57,215,19305,189,3817,373395,6903,6903,1631142,137,274,27925,46,176,16022,175,3737,369784,166584,207087,919490,1293161,383915,0,33090,69929,0,103019,15562,18843,34405,105369,14374,0,0,119743,12.625,12,SMU21000002023700001,211783.1,195518.9,8036,millions_of_chained_2017_dollars,6,3.36621946670439,6458,3258,16.73,16.330000000000002,3.87,9.55,24,325,695040,24,21,619606,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
21,Kentucky,2020,South,East South Central,50000000,544000000,10.88,202099,3,6,Kentucky,8876,8876,1930009,160,320,33610,100,371,37514,92,1714,141439,7408,7408,1643786,143,286,30221,86,320,32234,63,916,64476,174670,219570,985215,1379455,385553,0,33270,65529,0,98799,15528,17576,33104,83458,13635,0,0,97093,12.15,12,SMU21000002023700001,206601.9,212278.2,7932.5,millions_of_chained_2017_dollars,6,-1.2879542060726723,5890,2454,12.33,15.57,3.3299999999999996,8.78,23,334,745559,23,24,695040,3.111698113207547,53,258.85575,1.2529373358571627,12
