state_fips,state,year,region,division,crushed_stone_tons,crushed_stone_total_value,crushed_stone_unit_value,census_bps_time,region_code,division_code,census_bps_state_name,bldgs_1unit,units_1unit,value_1unit,bldgs_2unit,units_2unit,value_2unit,bldgs_34unit,units_34unit,value_34unit,bldgs_5punit,units_5punit,value_5punit,bldgs_1unit_rep,units_1unit_rep,value_1unit_rep,bldgs_2unit_rep,units_2unit_rep,value_2unit_rep,bldgs_34unit_rep,units_34unit_rep,value_34unit_rep,bldgs_5punit_rep,units_5punit_rep,value_5punit_rep,capital_right_of_way,capital_engineering,capital_construction_preservation,capital_outlay_total,physical_maintenance,traffic_control_operations,snow_ice_removal,other_services,toll_collection_expenses,highway_traffic_services_total,general_administration,research_planning,administration_research_total,traffic_supervision,highway_safety_driver_education,vehicle_inspection,size_weight_enforcement,law_enforcement_safety_total,construction_employment_thousands,months_reported,series_id,real_gdp,personal_income,construction_real_gdp,construction_real_gdp_unit,unit_multiplier,construction_real_gdp_growth_pct,private_nonresidential_spending_nominal_millions,state_local_construction_spending_nominal_millions,industrial_distillate_price_per_mmbtu,industrial_electricity_price_per_mmbtu,industrial_natural_gas_price_per_mmbtu,industrial_energy_price_per_mmbtu,active_stone_mines,stone_mine_employees,stone_mine_employee_hours,stone_mine_operations,lag_active_stone_mines,lag_stone_mine_employee_hours,mortgage_rate_pct,mortgage_rate_observations,cpi_index,inflation_pct,cpi_observations
27,Minnesota,2023,Midwest,West North Central,8810000,113000000,12.82,202399,2,4,Minnesota,12770,12770,4321115,127,254,51022,63,233,54903,276,12410,2267171,12090,12090,4138775,117,234,48683,61,227,54453,228,12034,2228556,65578,283399,1084645,1433622,427168,33539,143806,17332,0,194677,215370,32973,248343,150063,48022,1215,11492,210792,18.175,12,SMU27000002023700001,389864.5,418091,16097.9,millions_of_chained_2017_dollars,6,1.1505014200618335,5716,9124,26.24,26.979999999999997,5.84,14.28,54,281,485676,54,56,498837,6.806730769230769,52,304.703,4.12696279129503,12
28,Mississippi,2015,South,East South Central,1900000,55200000,29.05,201599,3,6,Mississippi,5608,5608,988006,121,242,13866,19,65,5042,68,930,71224,4150,4150,770951,110,220,11740,2,8,60,38,696,57475,55990,93868,567067,716925,50349,1663,3633,20963,0,26259,50472,20841,71313,8646,10452,0,13401,32499,,,,109401.7,104772.2,4124.8,millions_of_chained_2017_dollars,6,,1902,1509,14.03,19.23,4.6,9,3,7,7463,3,,,3.850576923076923,52,237.00175,,12
28,Mississippi,2016,South,East South Central,2170000,64100000,29.5,201699,3,6,Mississippi,6142,6142,1063943,37,74,7448,32,115,8090,53,555,46431,4619,4619,830142,29,58,5874,12,46,4080,15,148,18873,58137,94494,572577,725208,58632,1345,614,21778,0,23737,52895,20284,73179,7281,2931,0,13899,24111,,,,109911,106355.5,3887.4,millions_of_chained_2017_dollars,6,-5.755430566330489,856,2211,12.37,16.979999999999997,4.23,8.18,2,6,12613,2,3,7463,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
28,Mississippi,2017,South,East South Central,2090000,63300000,30.36,201799,3,6,Mississippi,6531,6531,1160107,54,108,13667,29,102,10385,53,740,71105,5154,5154,964595,47,94,12339,17,61,7192,18,338,42281,63578,97049,700257,860884,58738,1355,413,20298,0,22066,47753,13044,60797,6617,15824,0,14849,37290,,,,110281.4,109132.8,3643.8,millions_of_chained_2017_dollars,6,-6.266399135669087,683,2535,15.05,17.55,4.9,8.719999999999999,3,8,18034,3,2,12613,3.989807692307692,52,245.121,2.131444950027195,12
28,Mississippi,2018,South,East South Central,2060000,64500000,31.23,201899,3,6,Mississippi,6136,6136,1135177,26,52,6228,29,110,10313,58,585,41787,4811,4811,952971,19,38,4780,18,72,6958,20,191,13866,35511,99436,575296,710243,89588,1554,2488,20708,0,24750,47454,11009,58463,4770,10775,0,14459,30004,,,,110174.8,111917.8,3644.7,millions_of_chained_2017_dollars,6,0.0246994895438668,1134,2234,18.5,17.59,4.96,9.02,3,10,13611,3,3,18034,4.544615384615384,52,251.0995,2.438999514525486,12
28,Mississippi,2019,South,East South Central,2090000,71700000,34.36,201999,3,6,Mississippi,6164,6164,1161662,36,72,9781,29,103,11423,52,613,58020,5096,5096,1002140,27,54,7499,13,51,7641,17,368,43731,25954,101676,581001,708631,97766,1706,568,24251,0,26525,44734,15707,60441,5953,10976,0,15754,32683,,,,111207.8,116213.5,3658.7,millions_of_chained_2017_dollars,6,0.38411940626115193,1243,1518,17.06,17.150000000000002,4.57,8.5,3,8,16487,3,3,13611,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
28,Mississippi,2020,South,East South Central,1320000,47000000,35.58,202099,3,6,Mississippi,7190,7190,1383396,31,62,6349,26,86,6057,42,472,32729,5308,5308,1084303,28,56,5793,4,15,1245,13,275,22951,31123,99198,559242,689563,89400,1833,249,23836,0,25918,53217,12318,65535,6405,5863,0,13889,26157,,,,111195,125624.9,3626.1,millions_of_chained_2017_dollars,6,-0.8910268674665822,991,2183,11.86,16.51,3.96,7.5,3,10,15629,3,3,16487,3.111698113207547,53,258.85575,1.2529373358571627,12
28,Mississippi,2021,South,East South Central,1320000,48600000,36.73000000000001,202199,3,6,Mississippi,7384,7384,1501706,22,44,5384,28,100,9377,56,460,25056,5787,5787,1242814,16,32,4091,15,55,4861,23,212,12777,25607,113068,573422,712097,122589,2669,4684,28224,0,35577,46383,15318,61701,7861,10994,0,13280,32135,,,,116078.4,138640.2,3805.2,millions_of_chained_2017_dollars,6,4.9391908662199,976,1782,18.25,17.45,5.52,9.23,3,9,18196,3,3,15629,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
28,Mississippi,2022,South,East South Central,1700000,65400000,38.52,202299,3,6,Mississippi,7001,7001,1382349,24,48,4399,15,54,5684,60,465,26163,5858,5858,1193037,22,44,3909,14,51,5553,39,337,22963,33891,107180,555791,696862,93135,2536,790,26375,0,29701,51503,11816,63319,7384,13614,0,12307,33305,,,,115700.3,138223.7,3473.5,millions_of_chained_2017_dollars,6,-8.717018816356559,1122,2341,28.6,19.66,8.08,11.96,3,10,19449,3,3,18196,5.344038461538461,52,292.62641666666667,7.990820747791694,12
28,Mississippi,2023,South,East South Central,2300000,94900000,41.290000000000006,202399,3,6,Mississippi,7145,7145,1421445,50,100,14464,5,18,3311,53,437,40215,6030,6030,1259473,46,92,13594,4,15,3180,24,256,34896,20197,119959,799520,939676,102356,2053,745,25948,0,28746,54251,13702,67953,7382,13642,0,14809,35833,,,,119454.2,146160.9,3622.8,millions_of_chained_2017_dollars,6,4.298258240967323,1700,4082,23.07,20.39,5.48,10.62,3,11,20730,3,3,19449,6.806730769230769,52,304.703,4.12696279129503,12
29,Missouri,2015,Midwest,West North Central,70800000,531000000,7.51,201599,2,4,Missouri,10339,10339,2340209,255,510,47231,137,507,46220,275,6988,712750,9657,9657,2232954,199,398,37673,122,461,42398,232,5999,669879,24054,114282,731542,869878,361810,62766,49213,0,0,111979,51889,22206,74095,202518,29399,4536,8214,244667,,,,308009.9,259350,11587.4,millions_of_chained_2017_dollars,6,,4083,3399,14.78,18.86,7.51,12.02,199,1140,2097114,199,,,3.850576923076923,52,237.00175,,12
29,Missouri,2016,Midwest,West North Central,72000000,558000000,7.74,201699,2,4,Missouri,11292,11292,2510008,247,494,44101,173,662,62893,209,6549,665701,10493,10493,2367264,211,422,38539,161,621,59519,186,6341,651426,21605,102102,635376,759083,380249,69323,27250,0,0,96573,52946,19434,72380,202248,30952,4701,8412,246313,,,,308423.3,267048.6,12615.5,millions_of_chained_2017_dollars,6,8.872568479555376,4830,3780,11.9,20.87,6.1499999999999995,11.68,203,1168,2282089,203,199,2097114,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
29,Missouri,2017,Midwest,West North Central,74600000,570000000,7.64,201799,2,4,Missouri,12109,12109,2777580,244,488,49148,154,594,61276,247,5620,564031,11002,11002,2464501,227,454,46879,150,581,60188,225,5334,531289,18170,125128,615530,758828,399445,67939,27003,0,0,94942,52068,21747,73815,209651,34860,4701,8412,257624,,,,311273.8,273774.2,13523.8,millions_of_chained_2017_dollars,6,7.199873171891724,5161,4112,14.38,21.479999999999997,6.6,12.36,206,1159,2276757,206,203,2282089,3.989807692307692,52,245.121,2.131444950027195,12
29,Missouri,2018,Midwest,West North Central,71400000,536000000,7.51,201899,2,4,Missouri,11376,11376,2663420,270,540,60142,108,388,41715,151,4571,401790,10361,10361,2457433,249,498,56214,99,360,38832,134,4452,389275,9312,151607,758946,919865,408239,71450,30932,0,0,102382,57135,22042,79177,205802,30440,4784,9305,250331,,,,314182.4,286084.3,13440.7,millions_of_chained_2017_dollars,6,-0.6144722637128508,5791,2973,17.459999999999997,21.15,6.37,12.85,205,1239,2298746,205,206,2276757,4.544615384615384,52,251.0995,2.438999514525486,12
29,Missouri,2019,Midwest,West North Central,74000000,532000000,7.1899999999999995,201999,2,4,Missouri,10955,10955,2766152,277,554,60081,116,447,53383,179,5504,508952,10275,10275,2644263,274,548,59499,113,435,52674,173,4594,478413,14686,77361,713146,805193,390912,67540,54781,0,0,122321,63310,119221,182531,209847,31480,4784,8611,254722,,,,321329.1,297492.6,13752.3,millions_of_chained_2017_dollars,6,2.318331634513071,6354,3158,16.45,20.83,6.07,12.19,207,1227,2314231,207,205,2298746,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
29,Missouri,2020,Midwest,West North Central,81700000,594000000,7.28,202099,2,4,Missouri,13107,13107,3312697,287,574,63084,126,490,58509,208,5668,587606,12265,12265,3154766,281,562,61818,118,461,54894,192,5359,559904,17687,207929,801142,1026758,392370,69418,53323,0,0,122741,58695,24354,83049,217026,30661,4719,8144,260550,,,,316158.6,321316.7,14091.9,millions_of_chained_2017_dollars,6,2.469405117689405,5163,3570,12.12,20.05,5.6499999999999995,11.11,201,1213,2326324,201,207,2314231,3.111698113207547,53,258.85575,1.2529373358571627,12
29,Missouri,2021,Midwest,West North Central,85500000,643000000,7.52,202199,2,4,Missouri,13941,13941,3920894,239,478,71838,157,595,79633,238,6358,675225,13228,13228,3773469,234,468,71193,152,576,78435,236,6344,674636,38308,258696,798670,1095674,375709,65245,52718,0,0,117963,51896,25074,76970,174404,30962,4794,5615,215775,,,,331578,351191.9,14664.8,millions_of_chained_2017_dollars,6,4.065456042123494,5532,4166,17.130000000000003,20.83,6.49,12.75,200,1253,2407462,200,201,2326324,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
29,Missouri,2022,Midwest,West North Central,85200000,715000000,8.39,202299,2,4,Missouri,11598,11598,3547300,296,592,84954,157,586,86928,263,8125,1117079,10791,10791,3370366,290,580,83546,147,555,85783,250,8059,1111028,29980,353526,712584,1096090,434219,70562,49460,0,0,120022,53587,27167,80754,219076,35478,4883,7694,267131,,,,337225.4,361652.1,13531.7,millions_of_chained_2017_dollars,6,-7.726665211936057,6755,5211,28.02,22.459999999999997,9.61,17.22,201,1308,2547219,201,200,2407462,5.344038461538461,52,292.62641666666667,7.990820747791694,12
29,Missouri,2023,Midwest,West North Central,86100000,764000000,8.870000000000003,202399,2,4,Missouri,11022,11022,3496122,331,662,102161,146,547,78916,191,4550,589713,10093,10093,3277445,320,640,99243,135,514,77316,177,4469,584229,20369,280600,1121636,1422605,469215,80981,38406,0,0,119387,55951,32799,88750,238904,35660,5173,7908,287645,,,,346895.3,387601.3,13764.9,millions_of_chained_2017_dollars,6,1.7233607011683638,7650,6486,23.08,23.14,9.4,15.82,201,1316,2557360,201,201,2547219,6.806730769230769,52,304.703,4.12696279129503,12
30,Montana,2015,West,Mountain,2820000,28200000,10,201599,4,8,Montana,2992,2992,641374,116,232,31822,63,231,24401,78,1371,129792,2822,2822,608237,98,196,27336,57,211,21834,73,1340,127588,11076,73912,368877,453865,87386,14877,23856,5237,0,43970,69140,10542,79682,35583,13712,45,10112,59452,5.45,12,SMU30000002023700001,47765.6,44583.3,2668.9,millions_of_chained_2017_dollars,6,,1272,873,14.06,15.59,6.29,11.59,38,178,250836,38,,,3.850576923076923,52,237.00175,,12
30,Montana,2016,West,Mountain,2800000,25700000,9.2,201699,4,8,Montana,3113,3113,596712,95,190,29220,74,279,32273,61,1199,101986,3004,3004,573181,79,158,25347,70,267,30653,59,1187,101650,12826,73900,358298,445024,78204,15927,27010,5141,0,48078,42638,11920,54558,44566,12646,47,10421,67680,5.291666666666667,12,SMU30000002023700001,47189.6,45283.3,2669.8,millions_of_chained_2017_dollars,6,0.03372175802764943,841,930,11.31,14.82,5.859999999999999,9.89,40,193,251370,40,38,250836,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
30,Montana,2017,West,Mountain,2690000,23900000,8.88,201799,4,8,Montana,3161,3161,625684,176,352,51134,98,350,46654,63,1069,123918,2467,2467,573089,150,300,44708,92,332,44224,59,885,100469,12201,73533,315532,401266,73442,13668,31457,4782,0,49907,51338,8607,59945,45072,15470,55,9541,70138,5.258333333333333,12,SMU30000002023700001,48470.5,48003.3,2677.1,millions_of_chained_2017_dollars,6,0.27342872125251105,869,1104,13.95,15.38,6.34,10.39,38,162,214803,38,40,251370,3.989807692307692,52,245.121,2.131444950027195,12
30,Montana,2018,West,Mountain,2760000,23300000,8.450000000000001,201899,4,8,Montana,3213,3213,649230,139,278,42432,115,428,60840,78,1180,117394,2485,2485,595591,104,208,33622,105,397,57366,74,1003,94900,9843,77698,358823,446364,78349,9572,37314,3929,0,50815,29570,8027,37597,36712,13290,49,8303,58354,5.55,12,SMU30000002023700001,49455,50352,2759.3,millions_of_chained_2017_dollars,6,3.0704867207052455,765,1565,17.459999999999997,15.22,6.1499999999999995,11.33,40,165,218274,40,38,214803,4.544615384615384,52,251.0995,2.438999514525486,12
30,Montana,2019,West,Mountain,2900000,24500000,8.44,201999,4,8,Montana,3014,3014,631710,164,328,53835,102,376,49940,53,1058,120260,2292,2292,579463,154,308,51726,101,372,49400,51,871,96511,7897,82466,438092,528455,81235,13284,34792,5010,0,53086,34764,9377,44141,39012,12673,48,10052,61785,5.8,12,SMU30000002023700001,50263.5,53402.3,2794.8,millions_of_chained_2017_dollars,6,1.2865581850469263,812,1257,15.66,15.98,5.57,11.68,39,156,200528,39,40,218274,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
30,Montana,2020,West,Mountain,2890000,26400000,9.12,202099,4,8,Montana,3318,3318,717620,208,416,67123,142,522,77418,96,1724,189725,2564,2564,668455,204,408,66153,140,514,76381,94,1532,165294,13417,92509,479516,585442,84056,17006,31735,5380,0,54121,35144,8982,44126,39911,13185,66,9901,63063,5.525,12,SMU30000002023700001,50062.9,58241.5,2931.1,millions_of_chained_2017_dollars,6,4.876914269357369,850,1499,11.01,15.17,5.58,10,34,134,192616,34,39,200528,3.111698113207547,53,258.85575,1.2529373358571627,12
30,Montana,2021,West,Mountain,2890000,26300000,9.09,202199,4,8,Montana,3169,3169,867672,174,348,68725,73,267,40903,134,3488,433899,2733,2733,761916,133,266,53026,41,149,20929,98,2738,349220,6512,95988,414590,517090,87666,13191,28299,6449,0,47939,76623,9726,86349,44273,14540,51,10070,68934,5.541666666666667,12,SMU30000002023700001,53345.9,65539.6,3152.9,millions_of_chained_2017_dollars,6,7.567124970147732,1026,1697,17.67,18.28,6.75,12.48,34,151,207489,34,34,192616,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
30,Montana,2022,West,Mountain,2880000,36500000,12.66,202299,4,8,Montana,3190,3190,848775,124,248,47471,71,264,36269,136,2758,345339,2580,2580,738265,84,168,32376,41,161,19012,102,2027,268276,6092,65285,384198,455575,90334,17029,30558,4838,0,52425,44895,11633,56528,52079,12271,40,8399,72789,6.575,12,SMU30000002023700001,55806.9,69666.5,3196.6,millions_of_chained_2017_dollars,6,1.3860255637666796,1388,1302,27.72,21.94,8.69,16.97,36,161,223478,36,34,207489,5.344038461538461,52,292.62641666666667,7.990820747791694,12
30,Montana,2023,West,Mountain,2870000,41800000,14.55,202399,4,8,Montana,2274,2274,753052,73,146,30568,57,196,38688,65,1691,212937,1804,1804,631674,39,78,17649,27,98,22610,31,1037,143572,11811,69242,504092,585145,116072,16781,40690,6366,0,63837,89128,12630,101758,45030,13913,46,10850,69839,6.216666666666667,12,SMU30000002023700001,58604.9,74870.4,3165.6,millions_of_chained_2017_dollars,6,-0.9697803916661418,1290,1866,22.56,22.86,7.46,15.75,35,150,221284,35,36,223478,6.806730769230769,52,304.703,4.12696279129503,12
31,Nebraska,2015,Midwest,West North Central,7030000,85100000,12.1,201599,2,4,Nebraska,5198,5198,1044706,77,154,18250,7,24,1839,74,2720,252520,4628,4628,927560,63,126,15800,7,24,1839,62,2257,209007,5024,58406,426724,490154,146739,40260,25916,0,0,66176,10273,10536,20809,48627,7635,18369,408,75039,6.941666666666666,12,SMU31000002023700001,119640.8,94681.7,4608.3,millions_of_chained_2017_dollars,6,,1612,2556,14.97,22.25,4.31,10.05,13,94,187626,13,,,3.850576923076923,52,237.00175,,12
31,Nebraska,2016,Midwest,West North Central,6880000,86000000,12.51,201699,2,4,Nebraska,5080,5080,1049459,86,172,21417,12,43,3670,89,2783,231649,4060,4060,836702,81,162,20517,12,43,3670,58,1573,104769,4644,63705,504521,572870,149847,44606,31759,0,0,76365,8767,10527,19294,49478,6665,19979,520,76642,7.066666666666666,12,SMU31000002023700001,121303.1,93559.7,4763.7,millions_of_chained_2017_dollars,6,3.372176290606066,2068,2645,12.04,22.54,3.82,9.26,12,92,193409,12,13,187626,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
31,Nebraska,2017,Midwest,West North Central,7060000,92800000,13.14,201799,2,4,Nebraska,5436,5436,1124302,92,184,24787,30,110,9523,96,3133,287445,4211,4211,866254,78,156,20012,30,110,9523,63,1930,161101,7156,61144,477676,545976,129621,43742,26485,0,0,70227,3689,12658,16347,50185,7531,21062,0,78778,6.816666666666666,12,SMU31000002023700001,123219.9,95823.7,5086.4,millions_of_chained_2017_dollars,6,6.774146146902615,2254,1878,14.56,22.45,4.28,10.01,10,93,198876,10,12,193409,3.989807692307692,52,245.121,2.131444950027195,12
31,Nebraska,2018,Midwest,West North Central,7060000,96200000,13.62,201899,2,4,Nebraska,4900,4900,1078249,82,164,22379,28,100,9306,73,2702,199911,4698,4698,1039993,78,156,21509,24,88,8783,72,2697,199620,14733,69348,462285,546366,125413,40800,35802,0,0,76602,6286,12977,19263,0,52430,25552,0,77982,6.825,12,SMU31000002023700001,125543.4,100067.8,5184,millions_of_chained_2017_dollars,6,1.9188424032714704,2863,1793,17.67,22.27,4.23,10.42,10,96,182671,10,10,198876,4.544615384615384,52,251.0995,2.438999514525486,12
31,Nebraska,2019,Midwest,West North Central,,,,201999,2,4,Nebraska,4672,4672,1022374,82,164,26721,21,74,11646,81,3115,264415,3613,3613,785191,69,138,23000,21,74,11646,62,2277,170444,6806,57661,419079,483546,148236,40800,35802,0,0,76602,5996,13207,19203,0,55088,33347,0,88435,6.758333333333334,12,SMU31000002023700001,127568.9,104615.9,5454.1,millions_of_chained_2017_dollars,6,5.210262345679029,2614,1626,16.650000000000002,22.43,3.99,10.1,10,94,184870,10,10,182671,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
31,Nebraska,2020,Midwest,West North Central,,,,202099,2,4,Nebraska,5745,5745,1286223,150,300,44205,27,96,12855,134,3342,300505,4514,4514,1009246,133,266,39537,26,93,12375,116,2597,215953,27327,78352,532560,638239,101929,5611,40818,16123,0,62552,55998,15299,71297,44639,7225,8828,7650,68342,7.458333333333333,12,SMU31000002023700001,126711.2,111734.1,5701.9,millions_of_chained_2017_dollars,6,4.543371041968425,2536,2193,12.27,21.630000000000003,3.64,9.2,10,51,84542,10,10,184870,3.111698113207547,53,258.85575,1.2529373358571627,12
31,Nebraska,2021,Midwest,West North Central,,,,202199,2,4,Nebraska,6328,6328,1542380,59,118,16338,49,177,24376,169,4100,432907,6089,6089,1480052,59,118,16338,48,173,23931,169,4100,432907,11794,70643,513020,595457,107929,6015,38178,15616,0,59809,63605,15849,79454,38677,7949,0,12419,59045,7.566666666666666,12,SMU31000002023700001,135166.4,125057.8,5727.2,millions_of_chained_2017_dollars,6,0.44371174520774215,2485,3011,17.34,21.29,5.04,10.98,8,39,74612,8,10,84542,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
31,Nebraska,2022,Midwest,West North Central,,,,202299,2,4,Nebraska,5073,5073,1332834,161,322,44358,74,282,28771,180,5438,464825,4736,4736,1250397,161,322,44358,74,282,28771,172,5397,460846,4665,67417,596603,668685,111614,6098,18615,16653,0,41366,68409,11910,80319,50079,8261,0,13016,71356,7.491666666666666,12,SMU31000002023700001,139878.1,130888.6,5455.8,millions_of_chained_2017_dollars,6,-4.7387903338454995,3399,3138,28.37,21.14,7.59,14.27,11,48,77043,11,8,74612,5.344038461538461,52,292.62641666666667,7.990820747791694,12
31,Nebraska,2023,Midwest,West North Central,,,,202399,2,4,Nebraska,4666,4666,1223512,107,214,35302,46,160,26189,170,3837,415151,4522,4522,1188610,107,214,35302,46,160,26189,169,3832,414521,11353,76087,744029,831469,111579,5920,40656,16703,0,63279,76409,15736,92145,47459,10701,0,12428,70588,7.8,12,SMU31000002023700001,147146.5,142166.5,5796.9,millions_of_chained_2017_dollars,6,6.252062025734073,4786,3305,23.36,22.37,5.79,12.43,11,45,78237,11,11,77043,6.806730769230769,52,304.703,4.12696279129503,12
32,Nevada,2015,West,Mountain,8770000,81800000,9.32,201599,4,8,Nevada,10422,10422,1822204,24,48,5452,9,33,3802,252,3580,310299,10418,10418,1821660,24,48,5452,9,33,3802,252,3580,310299,108377,105150,229598,443125,72300,11014,9489,16465,1165,38133,117090,18488,135578,11403,76626,12303,6822,107154,,,,151055.9,125088.6,8047.8,millions_of_chained_2017_dollars,6,,5830,2216,15.21,19.78,7.76,15.71,18,147,278427,18,,,3.850576923076923,52,237.00175,,12
32,Nevada,2016,West,Mountain,9420000,75800000,8.05,201699,4,8,Nevada,11374,11374,2333929,46,92,12463,25,77,9023,350,6409,516515,11346,11346,2325832,46,92,12463,25,77,9023,350,6409,516515,58140,112190,430504,600834,92388,9857,13880,12048,1102,36887,153212,18866,172078,12306,77370,4024,7296,100996,,,,156007.4,129879.1,9126.9,millions_of_chained_2017_dollars,6,13.408633415343306,6482,2649,13.13,17.23,5.67,13.38,18,156,294424,18,18,278427,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
32,Nevada,2017,West,Mountain,11900000,96500000,8.129999999999999,201799,4,8,Nevada,12766,12766,2179792,46,92,8666,58,198,32942,318,6488,624398,12758,12758,2177882,46,92,8666,58,198,32942,318,6488,624398,57088,125744,549308,732140,106016,13296,13235,16282,1448,44261,168264,14725,182989,12338,80694,4193,7450,104675,,,,163199.1,138847,10717.4,millions_of_chained_2017_dollars,6,17.42650845303444,4867,2340,15.64,18.03,4.87,14.08,17,148,299116,17,18,294424,3.989807692307692,52,245.121,2.131444950027195,12
32,Nevada,2018,West,Mountain,12200000,113000000,9.23,201899,4,8,Nevada,12997,12997,2964249,21,42,5693,15,50,5945,280,4556,424723,12988,12988,2962065,21,42,5693,15,50,5945,280,4556,424723,33923,122502,605986,762411,103971,16876,9402,19743,1448,47469,156805,16014,172819,15035,84798,4232,7424,111489,,,,168638.5,148408.1,11614.3,millions_of_chained_2017_dollars,6,8.368634183663936,4247,2949,18.94,17.89,5.159999999999999,14.97,18,162,305717,18,17,299116,4.544615384615384,52,251.0995,2.438999514525486,12
32,Nevada,2019,West,Mountain,12400000,132000000,10.71,201999,4,8,Nevada,13088,13088,2860591,29,58,5957,74,242,32909,287,6755,782379,13088,13088,2860591,29,58,5957,74,242,32909,287,6755,782379,26442,133980,530156,690578,109757,12675,14981,17653,1222,46531,168282,15619,183901,15388,83439,4343,7278,110448,,,,176029.7,159393,12886.7,millions_of_chained_2017_dollars,6,10.955460079384904,4517,4491,17.77,17.99,5.58,14.85,19,169,312081,19,18,305717,3.935769230769231,52,255.65258333333333,1.8132586219141489,12
32,Nevada,2020,West,Mountain,11200000,121000000,10.86,202099,4,8,Nevada,13706,13706,3464558,293,586,34935,194,641,74509,274,4783,483454,11610,11610,2874845,269,538,29898,178,588,67590,168,2940,252596,13420,120520,352765,486705,133783,11693,10569,17807,1222,41291,189302,19284,208586,14964,105746,4310,7573,132593,,,,165924.8,170447.5,13639.9,millions_of_chained_2017_dollars,6,5.844785709297184,5145,3683,12.4,16.45,5.79,13.07,18,155,310017,18,19,312081,3.111698113207547,53,258.85575,1.2529373358571627,12
32,Nevada,2021,West,Mountain,9960000,113000000,11.31,202199,4,8,Nevada,16295,16295,4476019,110,220,29076,199,677,96530,364,6214,691807,13995,13995,3829022,81,162,23011,176,602,86698,223,3704,374814,17260,106906,431487,555653,123054,13807,11221,17918,0,42946,198913,21459,220372,14632,111294,4628,8024,138578,,,,182618.3,192132.9,14007.6,millions_of_chained_2017_dollars,6,2.6957675642783396,5952,3080,18.72,17.64,5.4,15.32,18,164,317200,18,18,310017,2.9576923076923074,52,270.97341666666665,4.681242996018686,12
32,Nevada,2022,West,Mountain,10100000,128000000,12.7,202299,4,8,Nevada,12419,12419,3552343,114,228,34634,71,267,32739,385,7117,793453,10531,10531,3022033,88,176,29190,53,203,24355,245,4593,475427,43914,127885,477398,649197,131046,11867,10282,15839,0,37988,208400,20841,229241,15561,88935,4474,9637,118607,,,,194463.9,199226.6,13396.3,millions_of_chained_2017_dollars,6,-4.364059510551421,7073,2892,29.1,24.9,7.89,21.85,18,164,319701,18,18,317200,5.344038461538461,52,292.62641666666667,7.990820747791694,12
32,Nevada,2023,West,Mountain,10000000,129000000,12.88,202399,4,8,Nevada,13039,13039,3878726,80,160,23525,81,292,44560,230,4960,740114,11200,11200,3364415,57,114,18710,63,234,36951,101,2799,467689,25989,146240,543192,715421,153171,11201,22346,14296,0,47843,265992,21565,287557,15946,88771,4364,10089,119170,,,,201158.6,214392.7,13934.8,millions_of_chained_2017_dollars,6,4.019766651986001,8278,4165,24.77,30.36,11.239999999999998,23.42,19,176,349752,19,18,319701,6.806730769230769,52,304.703,4.12696279129503,12
33,New Hampshire,2015,Northeast,New England,5550000,51500000,9.28,201599,1,1,New Hampshire,2424,2424,567144,39,78,10894,13,45,5022,45,1216,153871,2270,2270,528497,39,78,10894,13,45,5022,40,1094,123172,5877,31601,274188,311666,115835,8326,44825,41752,26593,121496,51126,35421,86547,33622,3339,0,5513,42474,,,,79319.3,72779.6,2393.6,millions_of_chained_2017_dollars,6,,564,751,14.72,37.33,10.03,18.73,29,178,322894,29,,,3.850576923076923,52,237.00175,,12
33,New Hampshire,2016,Northeast,New England,5660000,55300000,9.78,201699,1,1,New Hampshire,2680,2680,616513,68,136,16768,21,70,6557,36,910,119688,2410,2410,558493,68,136,16768,20,67,6076,30,769,93053,6800,26511,206661,239972,53464,5640,33468,32230,30024,101362,34492,10874,45366,35314,267,0,5499,41080,,,,80736.1,75229,2463.5,millions_of_chained_2017_dollars,6,2.9202874331550888,627,871,12.07,36.16,8.34,17.279999999999998,29,189,343712,29,29,322894,3.6540384615384616,52,240.00541666666663,1.2673605433996429,12
33,New Hampshire,2017,Northeast,New England,5190000,51900000,10.01,201799,1,1,New Hampshire,2711,2711,652183,72,144,20661,14,55,8778,34,715,76673,2402,2402,584556,67,134,19209,14,55,8778,25,619,64722,5759,14707,240199,260665,59046,6396,32808,36301,29742,105247,53543,9223,62766,8748,3466,0,0,12214,,,,81179.6,78661,2561,millions_of_chained_2017_dollars,6,3.95778364116095,893,885,13.13,36.16,8.82,16.49,29,183,313325,29,29,343712,3.989807692307692,52,245.121,2.131444950027195,12
