model,state_fips,state,n,rmse,mae,naive_rmse
levels_lag_all,18,Indiana,2,1264267.266977902,1138675.755432807,2024845.6731316587
levels_lag_all,19,Iowa,2,1720719.2502602658,1693294.745511461,1106797.1810589328
levels_lag_all,20,Kansas,2,630068.0481603941,620022.1889455225,353553.39059327374
levels_lag_all,21,Kentucky,2,1210124.5078211487,1119771.9118822478,2256102.8345356956
levels_lag_all,23,Maine,2,243151.38509663622,242524.30071547395,220000
levels_lag_all,24,Maryland,2,1305304.841988127,1272842.1669058856,1012422.8365658293
levels_lag_all,25,Massachusetts,2,440995.0256970939,433415.77201911807,452769.2569068708
levels_lag_all,26,Michigan,2,2394919.563753822,1969078.1947141998,2154065.9228538014
levels_lag_all,27,Minnesota,2,737733.917205969,596160.9240501905,449444.10108488466
levels_lag_all,28,Mississippi,2,602914.7983247639,590479.0155233559,502195.1811795888
levels_lag_all,29,Missouri,2,1857966.1618927447,1724538.8316690102,670820.3932499369
levels_lag_all,30,Montana,2,32672.749151361215,29085.626399453264,10000
levels_lag_all,32,Nevada,2,348788.1318240036,346192.96476894245,121655.2506059644
levels_lag_all,33,New Hampshire,2,28616.892416842034,20497.391780913807,58309.518948453006
levels_lag_all,34,New Jersey,2,280128.6473579754,275886.7441120874,640312.4237432849
levels_lag_all,35,New Mexico,2,458210.24803943373,446236.09934797045,447493.01670528896
levels_lag_all,36,New York,2,1064515.5099168066,954216.5040405169,1000000
levels_lag_all,37,North Carolina,2,1921667.2331963785,1856220.6012154743,2912902.3327259016
levels_lag_all,38,North Dakota,2,220918.97605812456,203399.66667220768,70359.78965289763
levels_lag_all,39,Ohio,2,2624170.5496280678,2462254.2103965655,2438237.068047322
levels_lag_all,40,Oklahoma,2,1890718.1376359449,1766204.6087850556,1166190.37896906
levels_lag_all,41,Oregon,2,2276724.838673269,2254000.454481555,2507987.2407968906
levels_lag_all,42,Pennsylvania,2,4302172.321373172,4290699.240342848,2608639.4921491165
levels_lag_all,44,Rhode Island,2,350404.5632215501,290136.01624729123,248696.60230891776
levels_lag_all,45,South Carolina,2,940624.0052563825,891089.4475147873,2079663.4343085422
levels_lag_all,46,South Dakota,2,508288.9063148214,440912.30039513484,441418.16908686486
levels_lag_all,47,Tennessee,2,2882892.5780154774,2511235.6618401036,2785677.655436824
levels_lag_all,48,Texas,2,6302469.935158352,6035807.043222189,8514693.1829632
levels_lag_all,49,Utah,2,1393707.9217639882,1232611.9648053804,930053.7618869137
levels_lag_all,50,Vermont,2,182474.08144717963,145919.80275346152,172191.75357722564
levels_lag_all,51,Virginia,2,3687374.9553160924,2651910.791827474,2885307.6092507015
levels_lag_all,53,Washington,2,1340665.5110554558,1311991.0496269092,494974.74683058326
levels_lag_all,54,West Virginia,2,521921.9146849029,487461.0197224198,447213.5954999579
levels_lag_all,55,Wisconsin,2,488244.6079985459,375852.04593958147,1051189.802081432
levels_lag_all,56,Wyoming,2,1007004.9840153554,853299.1078799972,974910.252279665
log_ar,01,Alabama,2,1453414.7298592948,1453237.6172130145,254950.97567963923
log_ar,02,Alaska,2,175127.61711393006,153289.74073980446,191128.22920751397
log_ar,04,Arizona,2,1517588.0201532552,1201260.9828284578,1562049.935181331
log_ar,05,Arkansas,2,2233669.475245227,1807692.4602259975,1834393.632784414
log_ar,06,California,2,784027.703804919,582396.9821089096,1676305.461424021
log_ar,08,Colorado,2,1216745.6310323002,869537.6310361065,1070046.727951635
log_ar,09,Connecticut,2,387351.2100712272,298768.330790801,424264.0687119285
log_ar,12,Florida,2,832458.9840194235,756617.4845736548,4210700.65428546
log_ar,13,Georgia,2,1295098.5595660652,986537.3994022831,3166228.039797513
log_ar,15,Hawaii,2,535458.336594432,484405.71449695807,526545.3446760307
log_ar,16,Idaho,2,192605.17350073723,188230.40651104227,185607.11193270585
log_ar,17,Illinois,2,2206518.577715035,2198872.1696468554,2538700.4549572207
log_ar,18,Indiana,2,1132923.3299587825,1131906.6543778926,2024845.6731316587
log_ar,19,Iowa,2,1928475.2909082496,1901576.623128403,1106797.1810589328
log_ar,20,Kansas,2,634041.9315911093,631292.129716333,353553.39059327374
log_ar,21,Kentucky,2,805304.920830078,605952.9279121719,2256102.8345356956
log_ar,23,Maine,2,186066.1804185908,186061.57729192078,220000
log_ar,24,Maryland,2,1471099.516739439,1421383.2540875077,1012422.8365658293
log_ar,25,Massachusetts,2,479875.74236612953,455142.178798412,452769.2569068708
log_ar,26,Michigan,2,2634217.733350541,2007999.1750300638,2154065.9228538014
log_ar,27,Minnesota,2,461577.4608277331,423552.4518635813,449444.10108488466
log_ar,28,Mississippi,2,537687.6641469803,526243.7800124853,502195.1811795888
log_ar,29,Missouri,2,3032781.488599987,2955686.3508479223,670820.3932499369
log_ar,30,Montana,2,31736.437840778974,31677.65861498867,10000
log_ar,32,Nevada,2,125459.00389758086,122747.14591602888,121655.2506059644
log_ar,33,New Hampshire,2,79344.37164661515,59437.217069095,58309.518948453006
log_ar,34,New Jersey,2,478599.05546922353,400649.3186898064,640312.4237432849
log_ar,35,New Mexico,2,460763.6858687239,439232.8591614752,447493.01670528896
log_ar,36,New York,2,678778.3534287357,609025.862179961,1000000
log_ar,37,North Carolina,2,1891563.8145824824,1883372.3828135729,2912902.3327259016
log_ar,38,North Dakota,2,80215.62158504456,59462.887543496676,70359.78965289763
log_ar,39,Ohio,2,3106799.090279881,2370616.914530672,2438237.068047322
log_ar,40,Oklahoma,2,2176336.0817094487,2075806.100960426,1166190.37896906
log_ar,41,Oregon,2,2422286.7596144527,2349246.883948935,2507987.2407968906
log_ar,42,Pennsylvania,2,6206559.897386805,6192740.512703896,2608639.4921491165
log_ar,44,Rhode Island,2,272662.6102260213,216310.33235301077,248696.60230891776
log_ar,45,South Carolina,2,1489098.493442534,1111189.5001268685,2079663.4343085422
log_ar,46,South Dakota,2,445487.3090375535,437366.26788134035,441418.16908686486
log_ar,47,Tennessee,2,2792649.831128063,2647599.574980419,2785677.655436824
log_ar,48,Texas,2,6700998.836388618,5664486.380638689,8514693.1829632
log_ar,49,Utah,2,1006873.1338099089,752576.0318890205,930053.7618869137
log_ar,50,Vermont,2,195848.81611019486,181970.55909449654,172191.75357722564
log_ar,51,Virginia,2,3989371.325646367,2961768.866473485,2885307.6092507015
log_ar,53,Washington,2,658138.346741928,558307.8811371233,494974.74683058326
log_ar,54,West Virginia,2,407366.2794627624,402757.78409229405,447213.5954999579
log_ar,55,Wisconsin,2,636435.9853551642,466852.3757786397,1051189.802081432
log_ar,56,Wyoming,2,976199.9112854605,815113.1907913857,974910.252279665
log_ar_l_gdp,01,Alabama,2,1289248.676535777,1289241.1754705943,254950.97567963923
log_ar_l_gdp,02,Alaska,2,176122.8949978216,153357.90111367812,191128.22920751397
log_ar_l_gdp,04,Arizona,2,1474936.897802955,1197149.996385971,1562049.935181331
log_ar_l_gdp,05,Arkansas,2,2115612.413533172,1813312.1381818447,1834393.632784414
log_ar_l_gdp,06,California,2,565909.0938240481,549601.9406858161,1676305.461424021
log_ar_l_gdp,08,Colorado,2,1276328.919114406,949651.7139399834,1070046.727951635
log_ar_l_gdp,09,Connecticut,2,392642.11009846703,301316.6723339325,424264.0687119285
log_ar_l_gdp,12,Florida,2,497768.29072695936,356497.95464126766,4210700.65428546
log_ar_l_gdp,13,Georgia,2,1226393.800488203,890154.3782562874,3166228.039797513
log_ar_l_gdp,15,Hawaii,2,539045.120794552,486471.80334624555,526545.3446760307
log_ar_l_gdp,16,Idaho,2,191706.40090018403,187626.0747928708,185607.11193270585
log_ar_l_gdp,17,Illinois,2,2224717.30567321,2207160.630826153,2538700.4549572207
log_ar_l_gdp,18,Indiana,2,1117339.3355289083,1110566.2793414444,2024845.6731316587
log_ar_l_gdp,19,Iowa,2,1777390.4107476675,1750606.4371718243,1106797.1810589328
log_ar_l_gdp,20,Kansas,2,571877.8608537324,567893.154296672,353553.39059327374
log_ar_l_gdp,21,Kentucky,2,1046060.5093469851,923717.6350961439,2256102.8345356956
log_ar_l_gdp,23,Maine,2,168022.3902269928,168022.37999376934,220000
log_ar_l_gdp,24,Maryland,2,1550369.3528905252,1502934.4008453935,1012422.8365658293
log_ar_l_gdp,25,Massachusetts,2,506358.23732684914,455992.6585482918,452769.2569068708
log_ar_l_gdp,26,Michigan,2,2643381.207321626,2001941.8557374366,2154065.9228538014
log_ar_l_gdp,27,Minnesota,2,482764.9401825473,424001.83673157636,449444.10108488466
log_ar_l_gdp,28,Mississippi,2,533797.0756258559,522185.5552175805,502195.1811795888
log_ar_l_gdp,29,Missouri,2,2689145.6797432653,2590734.4813398123,670820.3932499369
log_ar_l_gdp,30,Montana,2,32789.76131323651,32736.551127862185,10000
log_ar_l_gdp,32,Nevada,2,138570.932394303,123351.59438013751,121655.2506059644
log_ar_l_gdp,33,New Hampshire,2,92336.80883771543,77572.51982450904,58309.518948453006
log_ar_l_gdp,34,New Jersey,2,445460.4956800083,401376.03557603434,640312.4237432849
log_ar_l_gdp,35,New Mexico,2,459634.3582246336,436651.59045484243,447493.01670528896
log_ar_l_gdp,36,New York,2,819552.5318754601,612158.2007354535,1000000
log_ar_l_gdp,37,North Carolina,2,1893595.182098236,1888679.6280772425,2912902.3327259016
log_ar_l_gdp,38,North Dakota,2,78743.32363061878,57460.57199008184,70359.78965289763
log_ar_l_gdp,39,Ohio,2,3074840.0702347704,2346721.531266749,2438237.068047322
log_ar_l_gdp,40,Oklahoma,2,1961639.207636913,1842751.694904264,1166190.37896906
log_ar_l_gdp,41,Oregon,2,2414979.814783392,2338434.5875803307,2507987.2407968906
log_ar_l_gdp,42,Pennsylvania,2,6174821.444532646,6162194.948369257,2608639.4921491165
log_ar_l_gdp,44,Rhode Island,2,273944.9044859732,214426.23293453548,248696.60230891776
log_ar_l_gdp,45,South Carolina,2,1516097.500880129,1159587.9703968018,2079663.4343085422
log_ar_l_gdp,46,South Dakota,2,440523.4640157804,439243.9875902212,441418.16908686486
log_ar_l_gdp,47,Tennessee,2,2727623.0339087048,2628183.689144112,2785677.655436824
log_ar_l_gdp,48,Texas,2,7142775.66490893,5685236.568250865,8514693.1829632
log_ar_l_gdp,49,Utah,2,1037477.3223380318,754191.6708371853,930053.7618869137
log_ar_l_gdp,50,Vermont,2,242333.49857806411,229768.13344888343,172191.75357722564
