state_fips,state,year,target_observed,target_withheld,fhwa_year_matches,bls_months,msha_no_qualifying_activity,eligible_explanation,eligible_prediction
41,Oregon,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
41,Oregon,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
41,Oregon,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
41,Oregon,2018,TRUE,FALSE,FALSE,12,FALSE,FALSE,TRUE
41,Oregon,2019,TRUE,FALSE,FALSE,12,FALSE,FALSE,FALSE
41,Oregon,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
41,Oregon,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
41,Oregon,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
41,Oregon,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
42,Pennsylvania,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
42,Pennsylvania,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
44,Rhode Island,2015,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE
44,Rhode Island,2016,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE
44,Rhode Island,2017,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2018,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2019,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2020,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2021,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2022,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
44,Rhode Island,2023,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
45,South Carolina,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
45,South Carolina,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
45,South Carolina,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
46,South Dakota,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
46,South Dakota,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
47,Tennessee,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
47,Tennessee,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
48,Texas,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
48,Texas,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
49,Utah,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
49,Utah,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
50,Vermont,2015,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE
50,Vermont,2016,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2017,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2018,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2019,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2020,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2021,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2022,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
50,Vermont,2023,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
51,Virginia,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
51,Virginia,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
51,Virginia,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
53,Washington,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
53,Washington,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
54,West Virginia,2015,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE
54,West Virginia,2016,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2017,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2018,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2019,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2020,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2021,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2022,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
54,West Virginia,2023,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE
55,Wisconsin,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
55,Wisconsin,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
55,Wisconsin,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2015,TRUE,FALSE,TRUE,12,FALSE,TRUE,FALSE
56,Wyoming,2016,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2017,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2018,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2019,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2020,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2021,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2022,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
56,Wyoming,2023,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE
